DB,UT,DI,PMID,TI,SO,JI,PY,DT,LA,TC,AU,AF,C1,RP,CR,DE,ID,AB,VL,IS,BP,EP,SR,AU_UN,AU1_UN,SN,PU,OA,OI,EM,FU,FX,SC,WC
Dimensions,pub.1149896097,10.1007/s00595-022-02542-3,35913634,Efficacy of chemotherapy for comorbid cancer in patients with simultaneous double cancers: a multicenter study,SURGERY TODAY,Surgery Today,2022,Article,,1,"['Sohda M', 'Yokobori T', 'Kimura A', 'Kosaka T', 'Yoshida K', 'Hakamada K', 'Natsugoe S', 'Taketomi A', 'Saeki H', 'Shirabe K', 'Kuwano H']","['Sohda Makoto', 'Yokobori Takehiko', 'Kimura Akiharu', 'Kosaka Takayuki', 'Yoshida Kazuhiro', 'Hakamada Kenichi', 'Natsugoe Shoji', 'Taketomi Akinobu', 'Saeki Hiroshi', 'Shirabe Ken', 'Kuwano Hiroyuki']","['Sohda, Makoto (Gunma University)', 'Yokobori, Takehiko (Gunma University)', 'Kimura, Akiharu (Gunma University)', 'Kosaka, Takayuki (Gunma University)', 'Yoshida, Kazuhiro (Gifu University)', 'Hakamada, Kenichi (Hirosaki University)', 'Natsugoe, Shoji (Kagoshima University)', 'Taketomi, Akinobu (Hokkaido University)', 'Saeki, Hiroshi (Gunma University', 'Kyushu University)', 'Shirabe, Ken (Gunma University)', 'Kuwano, Hiroyuki (Gunma University', 'Fukuoka City Hospital)']","Sohda, Makoto (Gunma University)",[],"['Humans', 'Retrospective Studies', 'Neoplasms', 'Antineoplastic Agents', 'Prognosis']","['Humans', 'Retrospective Studies', 'Neoplasms', 'Antineoplastic Agents', 'Prognosis']","PurposeAnticancer drugs for double cancers are selected based on their therapeutic effects on the target cancer, but there are insufficient data on the effects of anticancer drugs on comorbid cancer. We investigated the effect of chemotherapy on comorbid cancer in patients with simultaneous double cancers.MethodsThe subjects of this retrospective study were 51 patients with simultaneous double cancers at the time of receiving systemic chemotherapy. We evaluated the types of anticancer drugs used for double cancers, the therapeutic effects on targeted and comorbid cancers, and prognoses.ResultsDisease control was achieved for 90.9% of the target cancers and 90.7% of the comorbid cancers. The prognosis was significantly better when the disease was controlled, not only in the target cancer but also in the comorbid cancer.ConclusionPhysicians treating double cancers should develop treatment strategies focusing not only on the treatment for advanced cancer, but also on the course of comorbidities and the therapeutic effects of anticancer drugs. This study is important because it presents new possibilities to expand the indications for anticancer drugs, while allowing unnecessary clinical research to be avoided.",53,1,98,108,"Sohda M, 2022, Surgery Today",[],,,,Closed,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis']",[]
Dimensions,pub.1148385918,10.1093/ckj/sfac124,36003660,The incidence of cancer recurrence and new cancer following commencement of dialysis,CLINICAL KIDNEY JOURNAL,Clinical Kidney Journal,2022,Article,,0,"['Lim WH', 'Ooi E', 'Pankaj A', 'Teixeira-Pinto A', 'Lin Y', 'Johnson DW', 'Hawley CM', 'Viecelli AK', 'Pilmore H', 'Roberts MA', 'Davies CE', 'Krishnan A', 'Wong G']","['Lim Wai H', 'Ooi Esther', 'Pankaj Aashi', 'Teixeira-Pinto Armando', 'Lin Yingxin', 'Johnson David W', 'Hawley Carmel M', 'Viecelli Andrea K', 'Pilmore Helen', 'Roberts Matthew A', 'Davies Christopher E', 'Krishnan Anoushka', 'Wong Germaine']","['Lim, Wai H (University of Western Australia', 'Sir Charles Gairdner Hospital)', 'Ooi, Esther (University of Western Australia', 'University of Western Australia)', 'Pankaj, Aashi (University of Western Australia)', 'Teixeira-Pinto, Armando (The University of Sydney)', 'Lin, Yingxin (The University of Sydney', 'The University of Sydney)', 'Johnson, David W (Princess Alexandra Hospital', 'University of Queensland', 'Translational Research Institute)', 'Hawley, Carmel M (Princess Alexandra Hospital', 'University of Queensland', 'Translational Research Institute)', 'Viecelli, Andrea K (Princess Alexandra Hospital', 'University of Queensland)', 'Pilmore, Helen (Auckland City Hospital', 'University of Auckland)', 'Roberts, Matthew A (Monash University)', 'Davies, Christopher E (Australia and New Zealand Dialysis and Transplant Registry, South Australian Health and Medical Research Institute, Adelaide, South Australia, Australia', 'University of Adelaide)', 'Krishnan, Anoushka (Royal Perth Hospital)', 'Wong, Germaine (The University of Sydney', ""Children's Hospital at Westmead"", 'Westmead Hospital)']","Lim, Wai H (University of Western Australia; Sir Charles Gairdner Hospital)",[],[],[],"Background: Patients with kidney failure have a higher cancer risk compared with the age-matched general population. However, the outcomes of incident dialysis patients with a prior cancer history are unknown.
Methods: Using Australia and New Zealand Dialysis and Transplant Registry data (2000-2019), the outcomes and survival probabilities of incident dialysis patients with prior cancers and having experienced a cancer recurrence or having developed a new cancer after dialysis commencement were described.
Results: Of 4912 patients with prior cancers before dialysis commencement, 323 (7%) and 343 (7%) patients experienced cancer recurrence or developed new cancers after dialysis initiation, respectively. The median time from dialysis commencement to cancer recurrence was 1.2 years [interquartile range (IQR) 0.5-2.8] and was 2.0 years (IQR 0.7-4.0) for new cancer occurrence. Of those with cancer recurrence, 80% presented with metastatic disease and one in two patients died from cancer, with a median time from cancer recurrence to death of 0.5 years (IQR 0.2-1.7). Of those who developed new cancer, urinary tract and respiratory cancers were the most frequent cancer types, with a median time from new cancer diagnosis to death of 1.3 years (IQR 0.4-3.1). The 3-year survival probabilities on dialysis following cancer recurrence and new cancer were 19% [95% confidence interval (CI) 15-24] and 41% (35-47), respectively.
Conclusion: Among incident dialysis patients with a prior cancer history, 14% experienced cancer recurrence or developed a new cancer. Patients who experienced cancer recurrence or developed new cancer have poor outcomes, with ˂50% surviving beyond 3 years. These findings suggest the need to have a greater understanding of the characteristics, cancer screening, treatment responses and reasons for commencing dialysis in patients with kidney failure and prior cancer history, which may help in the shared clinical decision-making process when considering dialysis for these patients.",15,9,1770,1781,"Lim W, 2022, Clinical Kidney Journal",[],,,,All OA; Gold,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis']",[]
Dimensions,pub.1155250876,10.7759/cureus.34785,36923191,"Population-Based Detection of Cancer Cases Using Digital Platforms in Mangalagiri Mandal of Guntur District, Andhra Pradesh",CUREUS,Cureus,2023,Article,,0,"['Debnath DJ', 'Gupta A', 'Naidu NK', 'Kalidoss VK', 'Kakkar R']","['Debnath Dhrubajyoti J', 'Gupta Arti', 'Naidu Navya Krishna', 'Kalidoss Vinoth Kumar', 'Kakkar Rakesh']","['Debnath, Dhrubajyoti J (All India Institute of Medical Sciences)', 'Gupta, Arti (All India Institute of Medical Sciences)', 'Naidu, Navya Krishna (All India Institute of Medical Sciences)', 'Kalidoss, Vinoth Kumar (All India Institute of Medical Sciences)', 'Kakkar, Rakesh (All India Institute of Medical Sciences)']","Gupta, Arti (All India Institute of Medical Sciences)",[],[],[],"Background and objectives Cancer is one of the major causes of illness and mortality in India. The cancer burden in India will roughly triple over the next 20 years. Population-based cancer registries (PBCRs) are crucial not only for formulating cancer control policies and assessing their effectiveness but also offer essential inputs for programs aimed at preventing cancer. The state of Andhra Pradesh after the division in 2014 has been left with no PBCR. Hence, with the aim to pilot the development of a population-based cohort of cancer cases with digital reporting and monitoring mechanisms, this study was carried out with the objective of finding the prevalence and incidence of various types of cancer in Mangalagiri Mandal, Guntur district, Andhra Pradesh. Materials and methods A cross-sectional survey during the period January 2021 to June 2022 was conducted to actively search for cancer cases among 160303 people residing in 42639 households in the Mangalagiri Mandal, Guntur district, State of Andhra Pradesh, India. The respondents were asked if anyone in the household had cancer and the location was mapped, the information was recorded by the Accredited Social Health Activist (ASHA) workers in the pre-tested questionnaire. The total number of cancer cases identified was 107. Results Mangalagiri Mandal had 24 cases of cancer among men and 83 cases of cancer among women as recorded during the study period. Most of the male (37.5%) and female (31.3%) cancer cases were in Stage 2 of cancer and the majority of them (91.6%, 94%) had completed their treatment and were on regular follow-up. The most common cancer among both sexes was breast cancer (5.45 per million population). Oral cancer was the most prevalent in men (0.747 per million of the population) whereas, breast cancer (4.253 per million population) was the most prevalent among females. A total of 47.1% of the males had cancer at sites that were related to tobacco usage. Conclusion The data on cancer incidence and prevalence along with the socio-demographic profile is essential to know the burden of cancer. This baseline data can be used in planning cancer control activities and knowing the future trend of cancer in the Mangalagiri Mandal, in the new state of Andhra Pradesh.",15,2,e34785,,"Debnath D, 2023, Cureus",[],,,,All OA; Gold,[],[],,,"['32 Biomedical and Clinical Sciences', '42 Health Sciences', '4203 Health Services and Systems']",[]
Dimensions,pub.1160266696,10.1111/cas.15893,37387361,Prognostic impact of the presence or absence of prior cancer in patients with cancer using cure models: A population‐based study,CANCER SCIENCE,Cancer Science,2023,Article,,0,"['Kudo H', 'Morishima T', 'Fujii M', 'Nagayasu M', 'Ma C', 'Sobue T', 'Ohno Y', 'Miyashiro I']","['Kudo Haruka', 'Morishima Toshitaka', 'Fujii Makoto', 'Nagayasu Mayumi', 'Ma Chaochen', 'Sobue Tomotaka', 'Ohno Yuko', 'Miyashiro Isao']","['Kudo, Haruka (Osaka International Cancer Institute', 'Osaka University)', 'Morishima, Toshitaka (Osaka International Cancer Institute)', 'Fujii, Makoto (Osaka University)', 'Nagayasu, Mayumi (Osaka University', 'Hyogo Medical University)', 'Ma, Chaochen (Osaka International Cancer Institute)', 'Sobue, Tomotaka (Osaka University', 'National Cancer Centre Japan)', 'Ohno, Yuko (Osaka University)', 'Miyashiro, Isao (Osaka International Cancer Institute)']","Kudo, Haruka (Osaka International Cancer Institute; Osaka University)",[],[],[],"Developing a subsequent cancer is one of the major concerns for cancer survivors; however, whether prior cancer could affect their prognosis is unknown. We therefore aimed to analyze how prognosis varies depending on prior cancer in patients with newly developed cancer, focusing on cancer that had been ""cured."" We used the record-linked database of the Osaka Cancer Registry and Vital Statistics to select 186,798 patients with stomach, colorectal, or lung cancer aged ≥40 years from 1995 to 2009 in Osaka, Japan. These cancers were defined as index cancers. We classified the patients into two groups according to whether they had a prior cancer diagnosis within 10 years before the index cancer diagnosis. The cured proportion was defined as the proportion of cancer patients with the same mortality as the general population and was estimated using the parametric mixture cure model. The cured proportion of patients with prior cancer by sex and age group was not significantly lower than those without prior cancer, except for patients with stomach cancer aged ≥65 years. According to the index cancer stage in the localized stomach or colorectal cancer, the cured proportion in patients with prior cancer was lower than in those without prior cancer. However, at any stage of lung cancer, the proportion of patients with prior cancer who had been cured was similar to patients without prior cancer, therefore prior cancer had a prognostic impact only in some patient groups based on the characteristics of their index cancer.",114,10,4041,4051,"Kudo H, 2023, Cancer Science",[],,,,All OA; Gold,[],[],"This study was supported by Health Labor and Welfare Sciences Research Grants (20EA1026) from the Ministry of Health, Labor and Welfare, Japan, JSPS KAKENHI Grant Number JP22K17393, the Yasuda Medical Foundation, and the Osaka Foundation for the prevention of cancer and cardiovascular diseases. [Corrections made on 24 August 2023, after first online publication: The funding information has been corrected in this version.]",,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis']",[]
Dimensions,pub.1149305606,10.1007/s00384-022-04202-x,35796872,Risk of colon cancer-related death in people who had cancer in the past,INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,International Journal of Colorectal Disease,2022,Article,,1,"['Shi J', 'Li Y', 'Song W', 'Wang M', 'Zhang L', 'Lian H', 'He Z', 'Wei N', 'Zheng Z', 'Wen J']","['Shi Jing', 'Li Yingmei', 'Song Wei', 'Wang Mingxue', 'Zhang Linyu', 'Lian Haobin', 'He Zhi', 'Wei Nijun', 'Zheng Zilong', 'Wen Juan']","['Shi, Jing (Sun Yat-sen University)', 'Li, Yingmei (Sun Yat-sen University)', 'Song, Wei (Sun Yat-sen University)', 'Wang, Mingxue (Harbin Medical University)', 'Zhang, Linyu (Sun Yat-sen University)', 'Lian, Haobin (Sun Yat-sen University)', 'He, Zhi (Sun Yat-sen University)', 'Wei, Nijun (Sun Yat-sen University)', 'Zheng, Zilong (Sun Yat-sen University)', 'Wen, Juan (Sun Yat-sen University)']","Zheng, Zilong (Sun Yat-sen University); Wen, Juan (Sun Yat-sen University)",[],"['Colonic Neoplasms', 'Humans', 'Male', 'Neoplasms, Second Primary', 'Propensity Score', 'SEER Program']","['Colonic Neoplasms', 'Humans', 'Male', 'Neoplasms, Second Primary', 'Propensity Score', 'SEER Program']","BackgroundThe rate of second primary malignancies (SPM) is gradually increasing. Yet, the risk of death from primary cancer vs. SPM is still not well understood. In this study, we investigated the survival of patients with colorectal cancer (as SPM) who had cancer in the past (prior cancer) and the risk factors of SPM death in this population.Materials and methodsBased on the Surveillance, Epidemiology, and End Results (SEER) database, we identified 1866 colon cancer patients with prior cancer in our main cohort and 43,959 colon cancer patients, including 37,440 patients with colon cancer as only malignancy and 6519 patients with colon cancer as subsequent colon cancer (SCC), in a second cohort and 3429 colon cancer patients, including 2371 patients with prior colon cancer (PCC) and 1058 patients with colon cancer as SPM, in a third cohort. After propensity score matching, 6519 pairs of subjects were identified in second cohort.ResultsPatients with prior prostate and breast cancer had a higher risk of developing colon cancer compared to those with gastrointestinal cancer. Also, colon cancer patients with different prior cancer had different survival rates. Furthermore, except for prior lung cancer (52.78 vs. 25.93%), most subjects died due to colon cancer complications. The ratio of colon cancer deaths to prior cancer deaths in patients with a low stage and high stage was 1.51 and 6.64, respectively. In addition, colon cancer-specific survival (CSS) and OS rates were significantly lower in subjects with colon cancer as the SPM than in those with PCC. Also, compared with PCC, SPM was associated with OS and CSS with HR 1.59 (95 CI 1.43–1.78) and HR 2.00 (95% CI 1.70–2.36). Furthermore, compared with only colon cancer, SCC was associated with OS and CSS with HR 1.23 (95 CI 1.17–1.29) and HR 1.13 (95% CI 1.06–1.21).ConclusionsPrior cancer was found to have an adverse impact on OS in patients with colon cancer (secondary cancer), most of whom died due to colon cancer as secondary cancer itself rather than prior cancer. Early detection and treatment strategies should be investigated in this population.",37,8,1785,1797,"Shi J, 2022, International Journal of Colorectal Disease",[],,,,Closed,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis']",[]
Dimensions,pub.1149465906,10.1038/s41523-022-00447-5,35835760,Mortality after second malignancy in breast cancer survivors compared to a first primary cancer: a nationwide longitudinal cohort study,NPJ BREAST CANCER,npj Breast Cancer,2022,Article,,6,"['Deng Z', 'Jones MR', 'Wang MC', 'Visvanathan K']","['Deng Zhengyi', 'Jones Miranda R.', 'Wang Mei-Cheng', 'Visvanathan Kala']","['Deng, Zhengyi (Johns Hopkins University)', 'Jones, Miranda R. (Johns Hopkins University', 'Sidney Kimmel Comprehensive Cancer Center)', 'Wang, Mei-Cheng (Johns Hopkins University)', 'Visvanathan, Kala (Johns Hopkins University', 'Sidney Kimmel Comprehensive Cancer Center', 'Women’s Malignancies Program, Sidney Kimmel Comprehensive Cancer at Johns Hopkins, Baltimore, MD, USA)']","Visvanathan, Kala (Johns Hopkins University; Sidney Kimmel Comprehensive Cancer Center; Women’s Malignancies Program, Sidney Kimmel Comprehensive Cancer at Johns Hopkins, Baltimore, MD, USA)",[],[],[],"Limited information exists about survival outcomes after second primary cancers (SPCs) among breast cancer survivors. Studies suggest that mortality after certain SPCs may be higher than mortality after first primary cancers (FPCs) of the same type. A cohort study was conducted among 63,424 US women using the Surveillance, Epidemiology, and End Results 18 database (2000–2016) to compare mortality after a SPC among breast cancer survivors to mortality among women after a FPC using Cox proportional hazard regression. Propensity scores were used to match survivors with SPCs to women with FPCs 1:1 based on cancer type and prognostic factors. During a median follow-up of 42 months, 11,532 cancer deaths occurred after SPCs among survivors compared to 9305 deaths after FPCs. Cumulative cancer mortality was 44.7% for survivors with SPCs and 35.2% for women with FPCs. Survivors with SPCs had higher risk of cancer death (hazard ratio (HR): 1.27, 95% CI: 1.23–1.30) and death overall (HR: 1.18, 95% CI: 1.15–1.21) than women with FPCs. Increased risk of cancer death after SPCs compared to FPCs was observed for cancer in breast, lung, colon and/or rectum, uterus, lymphoma, melanoma, thyroid, and leukemia. Estrogen receptor status and treatment of the prior breast cancer as well as time between prior breast cancer and SPC significantly modified the mortality difference between women with SPC and FPC. A more tailored approach to early detection and treatment could improve outcomes from second cancer in breast cancer survivors.",8,1,82,,"Deng Z, 2022, npj Breast Cancer",[],,,,All OA; Gold,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis', '42 Health Sciences', '4203 Health Services and Systems']",[]
Dimensions,pub.1151113340,10.1016/j.jare.2022.09.002,36130684,The mortalities of female-specific cancers in China and other countries with distinct socioeconomic statuses: A longitudinal study,JOURNAL OF ADVANCED RESEARCH,Journal of Advanced Research,2022,Article,,3,"['Jiang D', 'Niu Z', 'Tan X', 'He H', 'Ren L', 'Shen J', 'Zhu X', 'Zhao P', 'Liu M', 'Chen H', 'Wang R', 'Li Q', 'Cao G']","['Jiang Dongming', 'Niu Zheyun', 'Tan Xiaojie', 'He Haiwei', 'Ren Longbing', 'Shen Jiaying', 'Zhu Xiaoqiong', 'Zhao Pei', 'Liu Mei', 'Chen Hongsen', 'Wang Ruihua', 'Li Qi', 'Cao Guangwen']","['Jiang, Dongming (Shanghai East Hospital)', 'Niu, Zheyun (Shanghai East Hospital)', 'Tan, Xiaojie (Second Military Medical University)', 'He, Haiwei (Changhai Hospital)', 'Ren, Longbing (Shanghai East Hospital)', 'Shen, Jiaying (Shanghai East Hospital)', 'Zhu, Xiaoqiong (Anhui Medical University)', 'Zhao, Pei (Tumor Hospital of Guangxi Medical University)', 'Liu, Mei (Second Military Medical University)', 'Chen, Hongsen (Second Military Medical University)', 'Wang, Ruihua (Jinan University)', 'Li, Qi (Shanghai Municipal Center For Disease Control Prevention)', 'Cao, Guangwen (Shanghai East Hospital', 'Second Military Medical University)']","Cao, Guangwen (Shanghai East Hospital; Second Military Medical University)",[],"['Female', 'Humans', 'Uterine Cervical Neoplasms', 'Longitudinal Studies', 'Ovarian Neoplasms', 'Breast Neoplasms', 'Uterine Neoplasms', 'Social Class', 'China']","['Female', 'Humans', 'Uterine Cervical Neoplasms', 'Longitudinal Studies', 'Ovarian Neoplasms', 'Breast Neoplasms', 'Uterine Neoplasms', 'Social Class', 'China']","INTRODUCTION: Female-specific cancers seriously affect physical and psychological health of women worldwide.
OBJECTIVES: We aimed to elucidate trends in the age-standardized mortality rates (ASMRs) of breast cancer, cervical cancer, uterine cancer, and ovarian cancer in female populations with different socioeconomic statuses in China and in countries with different Human Development Index (HDI).
METHODS: A longitudinal study was performed using the data of cancer death in China and other 39 countries. The mortality rates were standardized with the Segi's world population. Trends in the mortalities were exhibited by estimated annual percentage change (EAPC). Pearson correlation was used to assess the association between EAPC and HDI.
RESULTS: In mainland China, female breast cancer, cervical cancer, uterine cancer, and ovarian cancer accounted for 6.60 %, 4.21 %, 2.50 %, and 2.02 % of cancer death (n = 1,314,040) in women with 1,220,251,032 person-years, respectively. The ASMRs of cervical cancer (EAPC = 3.87 %, P < 0.001) and ovarian cancer (EAPC = 1.81 %, P < 0.001) increased, that of female breast cancer unchanged, whereas that of uterine cancer was extremely higher and rapidly decreased (EAPC =  - 7.65 %, P < 0.001), during 2004-2019. The ASMRs of female breast and ovarian cancers were higher in urban and developed regions than in rural and undeveloped regions, in contrast to cervical and uterine cancers. The ASMRs of female breast and ovarian cancers were lower in China than in other countries, in contrast to uterine cancer. The ASMR of cervical cancer decreased, that of uterine cancer increased, in other countries during 2004-2017. EAPCs for the ASMRs of breast and ovarian cancers were inversely correlated to HDI.
CONCLUSION: The ASMRs of cervical and ovarian cancers increased, in contrast to uterine cancer, in China during socioeconomic transition. Trends in the ASMRs of breast and ovarian cancers were inversely associated with HDI. These data help control female-specific cancers.",49,,127,139,"Jiang D, 2022, Journal of Advanced Research",[],,,,All OA; Gold,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis', '42 Health Sciences', '4203 Health Services and Systems']",[]
Dimensions,pub.1149755782,10.1038/s41598-022-17128-9,35882895,"National Burden and Trend of Cancer in Ethiopia, 2010–2019: a systemic analysis for Global burden of disease study",SCIENTIFIC REPORTS,Scientific Reports,2022,Article,,12,"['Awedew AF', 'Asefa Z', 'Belay WB']","['Awedew Atalel Fentahun', 'Asefa Zelalem', 'Belay Woldemariam Beka']","['Awedew, Atalel Fentahun (Addis Ababa University)', 'Asefa, Zelalem (Addis Ababa University)', 'Belay, Woldemariam Beka (Addis Ababa University)']","Awedew, Atalel Fentahun (Addis Ababa University)",[],"['Breast Neoplasms', 'Ethiopia', 'Female', 'Global Burden of Disease', 'Global Health', 'Humans', 'Incidence', 'Leukemia', 'Male', 'Prevalence', 'Quality-Adjusted Life Years', 'Risk Factors', 'Stomach Neoplasms', 'Uterine Cervical Neoplasms']","['Breast Neoplasms', 'Ethiopia', 'Female', 'Global Burden of Disease', 'Global Health', 'Humans', 'Incidence', 'Leukemia', 'Male', 'Prevalence', 'Quality-Adjusted Life Years', 'Risk Factors', 'Stomach Neoplasms', 'Uterine Cervical Neoplasms']","Over the last two decades, we have tracked the national burden of cancer and its trends in Ethiopia, providing estimates of incidence, death, and disability adjusted life years. In Ethiopia, there were an estimated 53,560 (95% UI 52,480–55,540) new incident cases, 39,480 deaths (95% UI 32,640–46,440), and 1.42 million (95% UI 1.16–1.68) DALYs of cancer 2019. Cancer incidence, death, and DALYs counts increased by 32% (95% UI 11–55%), 29% (95% UI 12–44%), and 19% (95% UI − 2 to 44%) between 2010 to 2019, respectively, while age-standardised incidence, death, and DALYs rates increased by 5% (95% UI − 7 to 18%), 2% (95% UI − 9 to 14%), and − 2% (95% UI − 15 to 12%) respectively. In 2019, the leading incidence cases were leukemia, cervical cancer, breast cancer, colon and rectum cancer, and stomach cancer, while leukemia, breast cancer, cervical cancer, and stomach cancer were the most common killer cancers in Ethiopia. According to the findings of this study, tobacco-related cancers such as pancreatic, kidney, and lung cancer have increased in Ethiopian females over the last decade, while genitourinary cancer has increased in Ethiopian males. Another significant finding was that infection-related cancers, such as stomach cancer and Hodgkin lymphoma, have been rapidly declining over the last decade.",12,1,12736,,"Awedew A, 2022, Scientific Reports",[],,,,All OA; Gold,[],[],,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis', '42 Health Sciences']",[]
Dimensions,pub.1149983954,10.1186/s12885-022-09913-6,35927682,Female breast cancer incidence predisposing risk factors identification using nationwide big data: a matched nested case-control study in Taiwan,BMC CANCER,BMC Cancer,2022,Article,,2,"['Liu PH', 'Wei JCC', 'Wang YH', 'Yeh MH']","['Liu Ping-Hung', 'Wei James Cheng-Chung', 'Wang Yu-Hsun', 'Yeh Ming-Hsin']","['Liu, Ping-Hung (Kaohsiung Armed Forces General Hospital', 'Chung Shan Medical University Hospital)', 'Wei, James Cheng-Chung (Chung Shan Medical University Hospital)', 'Wang, Yu-Hsun (Chung Shan Medical University Hospital)', 'Yeh, Ming-Hsin (Chung Shan Medical University Hospital)']","Yeh, Ming-Hsin (Chung Shan Medical University Hospital)",[],"['Breast Neoplasms', 'Case-Control Studies', 'Female', 'Humans', 'Incidence', 'Obesity', 'Prospective Studies', 'Retrospective Studies', 'Risk Factors', 'Taiwan']","['Breast Neoplasms', 'Case-Control Studies', 'Female', 'Humans', 'Incidence', 'Obesity', 'Prospective Studies', 'Retrospective Studies', 'Risk Factors', 'Taiwan']","BackgroundBreast cancer is an umbrella term referring to a group of biologically and molecularly heterogeneous diseases originating from the breast. Globally, incidences of breast cancer has been increasing dramatically over the past decades. Analyses of multiple clinical “big data” can aid us in clarifying the means of preventing the disease. In addition, predisposing risk factors will be the most important issues if we can confirm their relevance. This study aims to provide an overview of the predisposing factors that contribute to a higher possibility of developing breast cancer and emphasize the signs that we ought to pay more attention to.MethodsThis is a matched nested case-control study. The cohort focused on identifying the eligible risk factors in breast cancer development by data screening (2000-2013) from the Taiwan National Health Insurance Research Database (NHIRD) under approved protocol. A total of 486,069 females were enrolled from a nationwide sampled database, and 3281 females was elligible as breast cancer cohort, 478,574 females who had never diagnosed with breast cancer from 2000 to 2013 were eligible as non-breast cancer controls, and matched to breast cancer cases according to age using a 1:6 ratio.ResultsWe analyzed 3281 breast cancer cases and 19,686 non-breast cancer controls after an age-matched procedure. The significant predisposing factors associated with breast cancer development including obesity, hyperlipidemia, thyroid cancer and liver cancer. As for patients under the age of 55, gastric cancer does seem to have an impact on the development of breast cancer; compared with their counterparts over the age of 55, endometrial cancer appears to exhibit an evocative effect.ConclusionsIn this nationwide matched nested case-control study, we identified obesity, hyperlipidemia, previous cancers of the thyroid, stomach and liver as risk factors associated with breast cancer. However, the retrospective nature and limited case numbers of certain cancers still difficult to provide robust evidence. Further prospective studies are necessitated to corroborate this finding in order to nip the disease in the bud.Trial registrationThe studies involving human participants were reviewed and approved by the China Medical University Hospital [CMUH104-REC2-115(AR-4)].",22,1,849,,"Liu P, 2022, BMC Cancer",[],,,,All OA; Gold,[],[],Not applicable.,,"['32 Biomedical and Clinical Sciences', '3211 Oncology and Carcinogenesis', '42 Health Sciences', '4203 Health Services and Systems']",[]
